"gene","M_C1_IL1B_Mono","M_C10_MKI67_Macro","M_C11_MT1G_Macro","M_C12_HSPA1A_Macro","M_C13_MMP9_Macro","M_C14_CD1C_cDC","M_C15_LAMP3_cDC","M_C16_LILRA4_pDC","M_C17_S100A8_Neutro","M_C18_ISG15_Neutro","M_C19_AZU1_Neutro","M_C2_S100A8_Mono","M_C20_CXCL8_Neutro","M_C3_FCGR3A_Mono","M_C4_VCAN_Mono","M_C5_CCL3_C1QA_Macro","M_C6_SPP1_Macro","M_C7_TREM2_Macro","M_C8_BMP2K_Macro","M_C9_ISG15_Macro"
"JOSD1",0.4294,0.3026,0.2868,0.3559,0.1944,0.3905,0.3335,0.4361,0.5934,0.6033,0.4685,0.3234,0.4992,0.4053,0.2045,0.3263,0.2651,0.1456,0.3016,0.2425
"GTPBP1",0.2569,0.1459,0.0639,0.1189,0.088,0.1418,0.1817,0.2947,0.374,0.4702,0.2558,0.6209,0.3836,0.2629,0.2238,0.1037,0.0847,0.0652,0.2615,0.1531
"SUN2",0.266,0.3103,0.1907,0.1459,0.1643,0.1591,0.1044,0.159,0.1455,0.1448,0.3613,0.2139,0.0874,0.3528,0.2733,0.132,0.238,0.1151,0.1784,0.1545
"DNAL4",0.0132,0.0282,0.0237,0.0123,0.0341,0.0192,0.0177,0.0319,0.01,0.0107,0.0156,0.0033,0.0041,0.0162,0.0159,0.0245,0.033,0.0224,0.0105,0.0235
"NPTXR",0.0014,0.0012,7e-04,0.0011,0.008,5e-04,6e-04,0.0018,0.0011,0,0.0018,9e-04,0,0.0013,2e-04,0.0011,0.0014,3e-04,0.0013,0.0019
"CBX6",0.1438,0.1295,0.0857,0.0733,0.0714,0.1801,0.2783,0.3844,0.0627,0.1638,0.1496,0.0436,0.0176,0.1283,0.1309,0.0977,0.0797,0.0606,0.0768,0.1279
"APOBEC3A",0.4801,0.0298,0.0905,0.2032,0.0312,0.0546,0.0695,0.0136,0.4836,1.8592,0.0581,0.1992,0.1606,0.7783,0.2019,0.0234,0.0529,0.0337,0.0501,0.4778
"APOBEC3B",0.0179,0.0525,0.0086,0.0139,0,0.0033,0.0146,0.0022,0.0126,0.1003,0.0024,0.0023,0,0.0276,0.0055,0.0028,0.003,0.0039,0.0012,0.0605
"APOBEC3C",0.149,0.2544,0.17,0.1216,0.2246,0.1568,0.1515,0.1645,0.0468,0.0904,0.1369,0.0236,0.0179,0.2289,0.109,0.1861,0.1812,0.1441,0.1056,0.2908
"APOBEC3D",0.008,0.0149,0.0096,0.0061,0.0053,0.0064,0.0138,0.0367,0.0044,0.0175,0.0043,0.002,0,0.0242,0.0096,0.0075,0.0061,0.0055,0.0091,0.0191
"APOBEC3F",0.023,0.0242,0.0147,0.0118,0.0138,0.0193,0.0271,0.0521,0.006,0.0481,0.013,0.0064,0,0.0452,0.028,0.0226,0.0196,0.0199,0.0284,0.0556
"APOBEC3G",0.0862,0.1503,0.0937,0.0657,0.0608,0.1287,0.211,0.1685,0.0447,0.2301,0.0612,0.0497,0.0144,0.1958,0.0943,0.1271,0.1156,0.1235,0.1014,0.3549
"APOBEC3H",0.0057,0.0148,0.0201,0.0079,0.0101,0.0149,0.0523,0.0063,0.0034,0.0089,0.0073,0.0047,0,0.0053,0.0046,0.0104,0.0112,0.0105,0.0057,0.0386
"CBX7",0.0247,0.02,0.0156,0.0236,0.0272,0.0226,0.0327,0.0358,0.0304,0.0261,0.0184,0.0125,0.0068,0.0393,0.0241,0.0416,0.0286,0.0223,0.0419,0.0202
"PDGFB",0.0337,0.0941,0.0552,0.202,0.1089,0.1516,0.1647,0.0787,0.0051,0.0093,0.02,8e-04,0.0215,0.0115,0.0265,0.3433,0.1111,0.1256,0.3,0.2085
"SYNGR1",0.0935,0.0749,0.0313,0.0521,0.0593,0.0733,0.0423,0.1055,0.0162,0.0137,0.1129,0.0206,0.0019,0.0326,0.082,0.0717,0.0659,0.0504,0.0417,0.0519
"TAB1",0.0455,0.0346,0.015,0.0237,0.0395,0.0306,0.027,0.0477,0.0068,0.0045,0.0392,0.0139,0.002,0.0459,0.0532,0.0306,0.0302,0.0213,0.0518,0.0353
"MGAT3",0.0013,0.0036,0.0024,0.0017,0.005,0.0022,0.006,0.0029,0.0012,8e-04,0.0031,9e-04,0,3e-04,6e-04,5e-04,0.0207,0.0022,0.0014,0.0015
"MIEF1",0.0554,0.0793,0.0552,0.0441,0.0697,0.0546,0.0488,0.0763,0.0123,0.0147,0.0629,0.0354,0.0038,0.0487,0.0519,0.0611,0.0749,0.0368,0.0426,0.064
"ATF4",0.5907,0.5368,0.5094,0.5209,0.6508,0.6065,0.6664,0.6034,0.2963,0.31,0.591,0.4076,0.1387,0.4921,0.4089,0.6187,0.5956,0.3388,0.4477,0.4899
"CACNA1I",8e-04,9e-04,0,5e-04,0,4e-04,6e-04,6e-04,4e-04,0,4e-04,0,0,0.001,9e-04,3e-04,3e-04,3e-04,0.001,7e-04
"ENTHD1",0.001,9e-04,0.0051,0.0037,0.0342,4e-04,0.0268,2e-04,3e-04,0,0.0014,3e-04,0,2e-04,0.0021,2e-04,0.0024,3e-04,0.0018,0
"GRAP2",0.009,0.0095,0.0071,0.0036,0.0099,0.0061,0.038,0.0137,0.0046,0.0039,0.0069,0.0047,0.0095,0.0109,0.0157,0.0048,0.0032,0.0044,0.0119,0.0065
"FAM83F",0.0017,0.0022,0.003,0.0031,0.0122,0.0017,0.001,5e-04,0.0031,0.003,0.0048,0.0048,0,0.0017,0.0035,0.0014,0.0026,0.0013,0.0022,0.001
"TNRC6B",0.6995,0.4366,0.2585,0.2599,0.4092,0.4465,0.3855,1.1489,0.5137,0.3555,0.6826,1.2229,0.4471,0.8631,0.8554,0.4202,0.3216,0.2679,0.9699,0.3578
"ADSL",0.113,0.1997,0.0886,0.0828,0.1623,0.135,0.1582,0.1263,0.0257,0.0342,0.0966,0.019,0.0044,0.1067,0.1127,0.124,0.1418,0.1013,0.0766,0.1838
"SGSM3",0.0638,0.0618,0.0455,0.0435,0.0986,0.0709,0.0658,0.2007,0.0192,0.0218,0.0502,0.0198,0.008,0.0724,0.0786,0.0788,0.0696,0.0516,0.0785,0.076
"MRTFA",0.5323,0.1964,0.0225,0.123,0.284,0.2108,0.1839,0.2431,0.0608,0.0984,0.353,0.0706,0.2696,0.6409,0.628,0.1405,0.107,0.0824,0.679,0.1345
"MRTFA-AS1",0.0034,7e-04,0,0.0014,0.0041,0.0015,0.0015,0.002,4e-04,0.0012,0.0013,9e-04,0,0.0059,0.0057,0.0015,9e-04,7e-04,0.0078,0.0015
"SLC25A17",0.0447,0.0718,0.0195,0.0332,0.0453,0.0474,0.0643,0.0715,0.0081,0.0122,0.0687,0.0256,0.0092,0.0671,0.0564,0.0397,0.0444,0.0276,0.0787,0.0462
"ST13",0.5118,0.7342,0.6702,0.7799,0.8415,0.7802,0.7741,0.6172,0.167,0.184,0.6079,0.1885,0.1119,0.577,0.433,0.7898,0.8761,0.6236,0.5306,0.7281
"XPNPEP3",0.0672,0.0644,0.0377,0.0505,0.0527,0.0579,0.0427,0.0992,0.0213,0.0251,0.0844,0.0273,0.0299,0.0847,0.0835,0.0567,0.0519,0.0448,0.1175,0.0498
"DNAJB7",9e-04,7e-04,7e-04,0.0028,7e-04,0.0011,6e-04,0.0023,2e-04,4e-04,7e-04,4e-04,0,0.0026,0.0013,6e-04,9e-04,5e-04,0.0039,0.001
"RBX1",0.6734,1.1328,0.8623,0.6401,0.7966,0.9337,0.8874,0.9519,0.227,0.2932,0.7821,0.2625,0.1561,0.8251,0.6605,0.7471,0.9386,0.8277,0.5533,1.0879
"EP300",0.5197,0.2807,0.148,0.2219,0.2724,0.2862,0.2538,0.4403,0.3716,0.321,0.5034,0.7234,0.3758,0.5674,0.5192,0.2863,0.2419,0.1441,0.5406,0.2238
"EP300-AS1",0.0015,0.0042,0.0013,5e-04,0,8e-04,3e-04,0.003,5e-04,0,0.0014,1e-04,0,6e-04,0.0037,7e-04,6e-04,2e-04,0.0043,8e-04
"L3MBTL2",0.0457,0.0892,0.0413,0.039,0.0307,0.0518,0.04,0.059,0.0089,0.0083,0.0685,0.0137,0,0.0519,0.0437,0.0652,0.0623,0.0533,0.0594,0.0628
"CHADL",0.0028,0.0072,0.0091,0.0045,0.0013,0.0029,0.0021,0.0046,9e-04,3e-04,0.0032,0.001,0,0.0028,0.0069,0.0165,0.0106,0.01,0.0076,0.0077
"RANGAP1",0.0715,0.2316,0.0679,0.093,0.0656,0.0852,0.1284,0.1235,0.0152,0.0261,0.1232,0.0264,0.0152,0.1037,0.0608,0.1088,0.0949,0.0673,0.0788,0.1225
"ZC3H7B",0.0595,0.0634,0.0259,0.0357,0.057,0.0533,0.124,0.1003,0.0108,0.0251,0.0778,0.0236,0.0051,0.0512,0.0698,0.0554,0.0536,0.0333,0.0786,0.0656
"TEF",0.0075,0.0117,0.0036,0.0081,0.0054,0.0068,0.0059,0.0129,0.0021,6e-04,0.0094,0.0021,0,0.0101,0.0033,0.0106,0.0101,0.0053,0.0168,0.0058
"TOB2",0.1952,0.167,0.1363,0.1956,0.1399,0.2179,0.2417,0.3732,0.0558,0.0496,0.2357,0.0782,0.0322,0.2128,0.1138,0.2312,0.1689,0.0829,0.2909,0.1531
"PHF5A",0.1121,0.2112,0.1486,0.135,0.1268,0.171,0.1837,0.1595,0.0494,0.057,0.1363,0.0411,0.0264,0.1379,0.1168,0.132,0.1486,0.1254,0.0944,0.1711
"ACO2",0.2012,0.2457,0.1618,0.1259,0.5157,0.1864,0.2175,0.1825,0.0418,0.0635,0.2206,0.1045,0.0548,0.2358,0.1818,0.1761,0.2129,0.1469,0.1832,0.237
"POLR3H",0.0334,0.0851,0.0496,0.0361,0.0549,0.0634,0.049,0.0608,0.008,0.0101,0.0517,0.0079,0.0015,0.0348,0.034,0.052,0.071,0.0485,0.0374,0.0649
"CSDC2",0.0011,5e-04,0,0,0,1e-04,0,5e-04,5e-04,0,0.0016,0.0027,0,5e-04,4e-04,2e-04,3e-04,7e-04,0.0035,4e-04
"PMM1",0.0504,0.1619,0.0665,0.0469,0.0765,0.0833,0.0981,0.0387,0.0247,0.0235,0.0978,0.0211,0.0253,0.0502,0.0409,0.0615,0.0744,0.0612,0.028,0.0634
"DESI1",0.1806,0.1831,0.1837,0.1577,0.2256,0.1708,0.2262,0.1073,0.0541,0.0856,0.1742,0.0488,0.0192,0.1984,0.1353,0.1671,0.2395,0.1499,0.1307,0.3126
"XRCC6",0.4756,0.7018,0.3806,0.3801,0.4419,0.5156,0.5609,0.53,0.1228,0.144,0.5608,0.2069,0.0833,0.4908,0.4078,0.444,0.4896,0.3532,0.3783,0.5139
"SNU13",0.4906,0.7144,0.4895,0.577,0.6666,0.6932,0.5352,0.6496,0.1893,0.1891,0.6885,0.2019,0.1519,0.5873,0.4265,0.5453,0.6099,0.4963,0.3786,0.5811
"MEI1",0.0464,0.0285,0.0331,0.0259,0.0446,0.026,0.0197,0.0277,0.0171,0.0153,0.0411,0.0363,0.01,0.0347,0.0311,0.017,0.0346,0.0168,0.0273,0.0386
"CCDC134",0.0433,0.0499,0.0115,0.0155,0.0164,0.0182,0.0159,0.0264,0.0166,0.0072,0.0728,0.0525,0.0169,0.0658,0.0388,0.0147,0.018,0.0122,0.055,0.0278
"SREBF2-AS1",0.0316,0.0129,4e-04,0.0161,0.0077,0.0124,0.0174,0.0243,0.0069,0.0114,0.0143,0.002,0.0037,0.0405,0.047,0.0143,0.0089,0.0084,0.0744,0.0149
"SREBF2",0.2632,0.1566,0.0446,0.0736,0.1659,0.1104,0.1542,0.1945,0.0359,0.0423,0.3083,0.2466,0.0364,0.2435,0.2359,0.0968,0.097,0.0504,0.2394,0.0884
"SHISA8",5e-04,2e-04,0,0.0028,0.0023,0.0011,0.0024,0.0026,6e-04,0,0.0014,0,0,3e-04,7e-04,7e-04,8e-04,8e-04,2e-04,0.0021
"TNFRSF13C",0.0028,0.0094,0.0029,0.0039,0.0045,0.0092,0.0093,0.0261,0.0025,0.0013,0.0079,0.0029,0.0099,0.004,0.0042,0.0066,0.0033,0.0047,0.0034,0.0054
"CENPM",0.0058,0.4859,0.0196,0.0067,0.0171,0.0128,0.0144,0.0203,0.0048,0.0027,0.0728,0.008,0.0139,0.0033,0.0089,0.0086,0.0089,0.0136,0.0067,0.0141
"SEPTIN3",0.001,0.0027,0,0.0011,0.0022,0.0023,0.0113,0.002,2e-04,0,8e-04,0,0,3e-04,6e-04,0.0015,0.003,7e-04,0.004,0.0021
"WBP2NL",0.026,0.0185,0.0064,0.0117,0.0291,0.0225,0.0129,0.0367,0.0027,0.0051,0.0258,0.0054,0.0044,0.042,0.038,0.0152,0.0087,0.0126,0.0704,0.0123
"NAGA",0.2153,0.318,0.2244,0.1775,0.1386,0.2539,0.2138,0.1809,0.035,0.0759,0.2356,0.0233,0.0279,0.2214,0.1891,0.3035,0.2824,0.2266,0.1781,0.3514
"PHETA2",0.0065,0.0142,0.009,0.0037,0.0076,0.0116,0.0139,0.0114,0.0013,0.0019,0.0111,0.0025,0,0.0058,0.0081,0.0117,0.0115,0.0085,0.0104,0.0106
"SMDT1",0.5302,0.6923,0.588,0.521,0.5166,0.8279,0.6988,0.7486,0.1573,0.1668,0.574,0.1056,0.0931,0.5415,0.4392,0.5629,0.5939,0.528,0.2873,0.5722
"NDUFA6",0.3307,0.6204,0.4979,0.3629,0.7284,0.4784,0.4751,0.3753,0.1154,0.1311,0.375,0.067,0.0697,0.3811,0.2421,0.3964,0.5644,0.4115,0.2104,0.5316
"NDUFA6-DT",0.0216,0.0109,0.0033,0.0101,0.0072,0.0134,0.0095,0.0249,0.0012,0.0027,0.0199,0.0035,0.005,0.0181,0.0323,0.0075,0.0051,0.0066,0.0365,0.0055
"CYP2D6",0.0044,0.0205,0.007,0.0058,0.0025,0.0075,0.016,0.0039,0.0016,0.0038,9e-04,0,0,0.0033,6e-04,0.02,0.0194,0.0076,0.0014,0.0284
"TCF20",0.1292,0.088,0.033,0.051,0.0901,0.0742,0.0623,0.1078,0.0839,0.0606,0.133,0.1337,0.0592,0.1484,0.1342,0.0744,0.0647,0.0412,0.1997,0.0659
"OGFRP1",8e-04,0.0017,0,0,0,0.0015,0.003,0.002,4e-04,8e-04,7e-04,0,0,0.0011,4e-04,0.0013,7e-04,4e-04,0.0039,0.0014
"NFAM1",0.3273,0.1141,0.1149,0.0891,0.0764,0.1007,0.0469,0.0114,0.3059,0.2868,0.2239,0.3423,0.1509,0.3504,0.321,0.1411,0.1363,0.0939,0.1799,0.1539
"RRP7A",0.1741,0.3081,0.1943,0.1639,0.204,0.1943,0.192,0.2803,0.0427,0.0608,0.1812,0.0413,0.018,0.1785,0.1243,0.1784,0.2261,0.1597,0.106,0.2647
"SERHL2",0.0063,0.0077,0.0041,0.0098,0.0026,0.0165,0.0083,0.0492,0.0017,0.0013,0.0078,2e-04,0,0.0082,0.0051,0.0054,0.0036,0.0048,0.0129,0.005
"POLDIP3",0.1311,0.1314,0.0931,0.0952,0.1028,0.0971,0.1143,0.1298,0.0469,0.0549,0.159,0.0897,0.0457,0.1255,0.1337,0.0922,0.1024,0.0605,0.089,0.1236
"CYB5R3",0.2081,0.3192,0.276,0.2113,0.4441,0.2999,0.4747,0.2269,0.0798,0.0822,0.2673,0.1104,0.0362,0.2088,0.1631,0.2455,0.4087,0.2051,0.1327,0.3273
"ATP5MGL",0.0043,0.0043,0.0027,0.0054,0.0012,0.0045,0.0047,0.0027,0.0019,4e-04,0.0049,0.0037,0,0.0039,0.003,0.0032,0.0046,4e-04,0.0027,0.0013
"A4GALT",0.0019,0.0055,0.0092,0.0066,0.0091,0.0055,0.0082,0.0101,0.0034,0.0038,0.004,0.002,0.0035,0.002,6e-04,0.0031,0.0103,0.0029,0.0022,0.0031
"ARFGAP3",0.4396,0.259,0.2427,0.2974,0.254,0.3382,0.2823,0.5217,0.1473,0.1584,0.3097,0.1755,0.1802,0.3476,0.2133,0.3095,0.3311,0.153,0.2963,0.3497
"PACSIN2",0.4547,0.3344,0.1403,0.1875,0.2372,0.3597,0.3076,0.2811,0.3747,0.3636,0.4514,0.4847,0.5359,0.5125,0.4212,0.2912,0.2375,0.1777,0.6486,0.3221
"TTLL1",0.0174,0.025,0.0137,0.0136,0.0158,0.0218,0.0148,0.0259,0.0034,0.0054,0.0275,0.0069,0.0048,0.0196,0.0226,0.0186,0.0195,0.0159,0.0252,0.0194
"BIK",0.01,0.0198,0.0143,0.0115,0.0033,0.0168,0.0718,0.0956,0.0081,0.0058,0.0145,0.0236,0,0.0047,0.009,0.0089,0.007,0.0075,0.0074,0.0046
"MCAT",0.0201,0.0531,0.0274,0.0305,0.0352,0.0233,0.0213,0.0392,0.0184,0.0107,0.0446,0.0156,0.0089,0.0207,0.0194,0.0239,0.029,0.0239,0.0168,0.0239
"TSPO",1.8152,1.6089,1.6126,1.2709,1.5846,1.3326,0.8177,0.3794,0.9777,0.6077,2.0277,1.496,0.3642,1.4996,1.8861,1.2179,1.7686,1.4255,0.8508,1.4184
"TTLL12",0.0321,0.0594,0.034,0.0218,0.0625,0.0266,0.0227,0.0293,0.0147,0.0072,0.0588,0.0242,0.0073,0.0314,0.031,0.0315,0.0428,0.0212,0.0232,0.0316
"SCUBE1",0.0046,0.0022,0.0012,0.0041,0.0037,0.0012,6e-04,0.001,6e-04,4e-04,0.0047,0.0034,0,0.0023,0.005,0.001,0.0011,1e-04,0.0024,0.001
"EFCAB6-AS1",3e-04,0,0,0,0,1e-04,0,3e-04,1e-04,0,0,0,0,0,0.0013,0,0,1e-04,7e-04,0
"EFCAB6",0.0028,0.0026,5e-04,0.0017,0.0064,0.0016,0.0023,0.0059,7e-04,5e-04,0.0018,0.0016,0,0.0055,0.0047,0.0022,0.0017,0.0026,0.015,0.0016
"SULT4A1",4e-04,4e-04,0,0.001,0,2e-04,0,2e-04,1e-04,0,0,0,0,0,0,2e-04,2e-04,1e-04,5e-04,2e-04
"PNPLA3",0.0012,0.0034,0.0032,0.0024,0.0032,0.001,6e-04,6e-04,4e-04,0,0.0024,0,0.0035,0.0015,0.0014,0.0048,0.0129,0.0011,0.013,0.0023
"SAMM50",0.0873,0.1739,0.1041,0.0782,0.1563,0.1455,0.1459,0.1273,0.0208,0.0251,0.1436,0.0251,0.0139,0.0897,0.0782,0.0973,0.1327,0.0957,0.0711,0.1111
"PARVB",0.2667,0.3166,0.2258,0.2035,0.3715,0.2816,0.2036,0.5261,0.0304,0.0534,0.2998,0.0285,0.0249,0.2406,0.1974,0.2951,0.3131,0.1955,0.3244,0.281
"PARVG",0.4437,0.4605,0.3174,0.3672,0.2122,0.4884,0.3775,0.4877,0.1953,0.1897,0.5215,0.2468,0.0787,0.4973,0.411,0.4213,0.4225,0.3438,0.4337,0.4249
"SHISAL1",5e-04,1e-04,0,0.001,0.0012,2e-04,0.0011,4e-04,6e-04,0.0017,6e-04,8e-04,0,6e-04,8e-04,1e-04,8e-04,1e-04,3e-04,8e-04
"RTL6",0.0149,0.0173,0.0092,0.006,0.0177,0.0096,0.0052,0.0052,0.0029,0.0042,0.0229,0.0017,0,0.0103,0.0106,0.0113,0.0159,0.0058,0.0085,0.0095
"PRR5",0.0165,0.0313,0.0206,0.0242,0.0249,0.0105,0.0111,0.0209,0.0068,0.0229,0.0203,0.0076,0.0092,0.0861,0.0255,0.0737,0.0405,0.0303,0.09,0.0353
"ARHGAP8",0.0038,0.0022,4e-04,0.0061,0.0026,0.0018,0.0016,0.0069,0.0016,6e-04,0.0032,4e-04,0,0.0041,0.0018,0.0083,0.0034,0.002,0.0177,0.0046
"PHF21B",7e-04,3e-04,0,0,0,4e-04,0,5e-04,3e-04,0,8e-04,4e-04,0,0.001,8e-04,0,0,0,0.0014,0
"NUP50-DT",0.1388,0.0507,0.0259,0.0425,0.0332,0.0525,0.0289,0.045,0.0363,0.0505,0.1066,0.0984,0.0559,0.242,0.1769,0.0376,0.0333,0.0306,0.1784,0.062
"NUP50",0.2161,0.2533,0.116,0.1272,0.1232,0.1235,0.1447,0.1785,0.1848,0.1334,0.2431,0.3262,0.105,0.2515,0.2038,0.1397,0.1434,0.0979,0.1616,0.1691
"KIAA0930",0.307,0.3077,0.2045,0.1642,0.3266,0.2418,0.1629,0.2058,0.0683,0.0665,0.3476,0.1815,0.0293,0.3491,0.3307,0.2733,0.3108,0.1912,0.2475,0.2486
"UPK3A",0.0426,0.0312,0.0106,0.0213,0.002,0.0581,0.0692,0.0668,0.0065,0.006,0.0461,0.0028,0.0032,0.0501,0.0384,0.0082,0.0036,0.0071,0.0081,0.0116
"FAM118A",0.1159,0.0859,0.0545,0.0825,0.0385,0.1685,0.2808,0.283,0.0308,0.0549,0.1647,0.0821,0.0156,0.165,0.1154,0.0807,0.0473,0.0552,0.1288,0.0715
"SMC1B",0.0079,0.0189,0.0025,0.0043,0.0033,0.0078,0.0037,0.0244,0.0012,0.0014,0.0112,0.0056,0.0021,0.011,0.0106,0.0023,8e-04,0.0014,0.0153,0.002
"RIBC2",0.0046,0.0274,8e-04,0.0041,0,0.0066,0.0025,0.0099,5e-04,3e-04,0.0187,0.0025,0,0.0042,0.0053,0.0023,9e-04,0.0018,0.0071,9e-04
"FBLN1",0.0142,0.0347,0.0796,0.0164,0.0925,0.0125,0.021,0.0425,0.0279,0.032,0.0123,0.0207,0.0094,0.0099,0.0091,0.0209,0.0192,0.0151,0.0065,0.0232
"ATXN10",0.2743,0.3232,0.1471,0.1752,0.3179,0.325,0.2554,0.3284,0.0389,0.0597,0.3252,0.1157,0.0378,0.352,0.3115,0.2325,0.2082,0.1988,0.4591,0.2445
"WNT7B",9e-04,0.001,5e-04,8e-04,0.0014,6e-04,2e-04,0.0013,8e-04,0.0012,0.001,0.0016,0.0025,0.0019,2e-04,0.001,4e-04,0.0021,0.0014,3e-04
"PRR34",0.0024,0.0026,0.0015,0.0033,0.0021,0.0024,0.0012,0.002,6e-04,0.0014,9e-04,0,0,0.0052,0.0039,0.0035,0.0027,0.0028,0.0062,0.0033
"PRR34-AS1",0.0558,0.0946,0.0736,0.0495,0.0992,0.0605,0.0565,0.0565,0.0238,0.0152,0.1073,0.0366,0.0028,0.0685,0.0533,0.0458,0.0787,0.0483,0.0424,0.0499
"MIRLET7BHG",0.0742,0.0416,0.0183,0.0257,0.0537,0.029,0.0209,0.0474,0.013,0.0175,0.0977,0.0668,0.0087,0.1002,0.0981,0.0278,0.0235,0.0138,0.1183,0.0332
"PPARA",0.0883,0.0502,0.032,0.0441,0.1328,0.0474,0.0618,0.2833,0.0164,0.0138,0.0943,0.0624,0.0164,0.0912,0.0829,0.0782,0.0675,0.0311,0.1404,0.0611
"CDPF1",0.0112,0.0236,0.0111,0.0194,0.0129,0.018,0.0119,0.0243,0.0034,0.0046,0.0166,0.0031,0,0.014,0.012,0.0218,0.0195,0.0225,0.015,0.0202
"TTC38",0.0397,0.0647,0.0367,0.033,0.0698,0.04,0.0335,0.024,0.026,0.047,0.0639,0.078,0.0042,0.03,0.0524,0.0637,0.0652,0.0501,0.0653,0.0703
"GTSE1",0.0058,0.3186,0.006,0.0075,0.0032,0.004,0.0052,0.0105,0.0026,0.0014,0.0234,0.0112,0,0.0033,0.0098,0.0039,0.0033,0.0051,0.0091,0.0048
"TRMU",0.0351,0.0938,0.0343,0.0377,0.0563,0.0421,0.0385,0.0748,0.0097,0.0158,0.0465,0.0109,0.0014,0.0456,0.043,0.0421,0.0473,0.0355,0.0612,0.0509
"CELSR1",0.0073,0.0081,0.0135,0.0077,0.0729,0.0032,0.0158,0.0165,0.0024,0.0013,0.0128,0.0042,0.0062,0.005,0.0123,0.0085,0.0307,0.0074,0.0225,0.0053
"GRAMD4",0.1525,0.0967,0.0699,0.0646,0.0811,0.0851,0.0586,0.2367,0.0237,0.0246,0.2065,0.0823,0.0392,0.0807,0.1428,0.1083,0.1193,0.0559,0.1785,0.0711
"CERK",0.1951,0.1272,0.0774,0.0974,0.173,0.125,0.1086,0.2666,0.1496,0.1383,0.2128,0.2022,0.0977,0.254,0.1703,0.088,0.1012,0.0604,0.1498,0.0764
"TBC1D22A",0.5963,0.2892,0.1453,0.2542,0.3413,0.4152,0.3097,0.4158,0.1472,0.1607,0.5039,0.3654,0.395,0.9069,0.673,0.3454,0.283,0.2559,1.277,0.3385
"TAFA5",9e-04,2e-04,3e-04,0.0046,0,7e-04,4e-04,0.0011,4e-04,5e-04,0,0,0,0.0015,0.0014,4e-04,6e-04,1e-04,0.0013,3e-04
"C22orf34",0.1342,0.0661,0.0248,0.0414,0.1739,0.0845,0.0593,0.2689,0.0209,0.0205,0.1944,0.1807,0.0388,0.1616,0.1619,0.0564,0.0376,0.0429,0.3553,0.0466
"BRD1",0.1386,0.1048,0.0609,0.0807,0.0895,0.0872,0.0994,0.2165,0.0379,0.0315,0.1736,0.104,0.0301,0.1289,0.1149,0.09,0.0793,0.0547,0.1401,0.066
"ZBED4",0.0883,0.0782,0.0257,0.0321,0.0618,0.054,0.0438,0.1242,0.0147,0.0148,0.1459,0.0911,0.0138,0.0979,0.106,0.0476,0.0523,0.0268,0.1029,0.0451
"ALG12",0.0309,0.0514,0.0303,0.0287,0.035,0.0368,0.0402,0.0492,0.01,0.0113,0.0374,0.007,0.0024,0.0302,0.035,0.0459,0.0469,0.034,0.0327,0.0514
"CRELD2",0.0971,0.2633,0.1725,0.1282,0.1524,0.2101,0.1725,0.2343,0.0305,0.0508,0.1223,0.0281,0.0271,0.072,0.0803,0.1603,0.2008,0.1262,0.0809,0.2296
"PIM3",0.5236,0.3715,0.4705,0.3915,0.3009,0.6085,0.6945,0.5355,0.2507,0.5817,0.2876,0.0438,0.3563,0.3804,0.1991,0.4798,0.4907,0.1892,0.1926,0.5926
"MLC1",0.0061,0.0108,4e-04,0.0013,0,0.0015,0.002,0.0049,0.0014,0.0011,0.0461,0.0212,0,0.0316,0.0168,0.0011,0.0011,0.0013,0.0015,0.0018
"MOV10L1",0.0025,0.0027,5e-04,0,8e-04,0.0011,0,0.0016,5e-04,5e-04,0.0035,0.0019,0,0.0018,0.0024,9e-04,0.0011,0.0012,0.0023,8e-04
"PANX2",0.0134,0.0053,0.0053,0.0054,0.002,0.0027,0.0096,0.0176,0.0498,0.0372,0.0113,0.0037,0.0472,0.0046,0.0142,0.0019,0.0027,0.0038,0.0027,0.0026
"TRABD",0.3304,0.3227,0.2123,0.2104,0.1815,0.3981,0.3729,0.6342,0.1401,0.1255,0.3675,0.2768,0.0558,0.242,0.3182,0.2638,0.247,0.2197,0.1639,0.2949
"SELENOO",0.1546,0.106,0.0425,0.0543,0.0774,0.0939,0.0614,0.1713,0.0422,0.0344,0.1865,0.1063,0.0285,0.1537,0.1718,0.0841,0.0713,0.0581,0.1758,0.0901
"TUBGCP6",0.037,0.0367,0.0429,0.032,0.0237,0.0396,0.0303,0.057,0.0134,0.0136,0.0499,0.0266,0.0109,0.0391,0.0384,0.0408,0.0371,0.0273,0.0419,0.0309
"HDAC10",0.0623,0.0805,0.0706,0.0669,0.0585,0.0941,0.0812,0.0712,0.0255,0.021,0.0924,0.0233,0.0122,0.0675,0.0475,0.0818,0.0808,0.0628,0.0502,0.0774
"MAPK12",0.003,0.0128,0.0051,0.0054,0.0042,0.0038,0.0034,0.0024,0.002,0.0024,0.0048,6e-04,0,0.003,0.004,0.02,0.0104,0.0068,0.0059,0.01
"MAPK11",0.0018,0.003,0.0029,6e-04,8e-04,0.0033,0.0215,0.0024,0.0021,0.0012,0.0016,0.0014,0.0045,0.001,0.0013,0.0029,0.0024,0.003,0.0016,0.0034
