"gene","B_C1_CRIP1","B_C10_LOMO2","B_C11_MZB1_PC","B_C2_IGHM_Bn","B_C3_HSPA1A","B_C4_FCRL1","B_C5_IFIT3","B_C6_ZZF331","B_C7_MKI67","B_C8_BACH2","B_C9_IGLL5"
"PKD1L3",0.02,0.33,6.68,0.02,0.01,2.08,0.02,0,4.41,3.34,0
"DHODH",1.83,3.07,4.21,2.54,2.1,3.1,2.59,1.26,6.85,2.17,1.43
"TXNL4B",4.2,10.87,7.58,5.09,4.9,5.16,6.35,4.2,16.89,5.74,3.31
"HP",0.2,0.33,1.17,0.19,0.17,0.61,0.1,0,0.3,0.47,0.09
"HPR",0.04,0,0.23,0.01,0.01,0.07,0,0,0.15,0.08,0
"DHX38",10.47,17.89,15.75,10.88,10.56,10.76,12.19,7.68,25.8,10.32,6.61
"PMFBP1",0.08,0.11,0.87,0.19,0.17,1.55,0.07,0.19,5.71,0.85,0
"ZFHX3",2.81,3.29,15.26,1.89,3.16,9.51,1.84,1.11,23.21,5.74,1.16
"HCCAT5",0,0,0,0,0,0.01,0,0,0,0,0
"PSMD7",23.41,40.94,42.26,19.28,19.14,21.65,31.16,17.83,66.44,28.55,22.79
"NPIPB15",1.7,0.88,1.62,1.81,1.6,1.32,1.29,0.29,1.75,0.54,0.71
"CLEC18B",0.02,0,0.16,0.01,0.02,0.03,0,0,0.23,0.08,0
"GLG1",14.42,26.23,72.65,15.36,13.98,36.91,17.94,14.2,52.66,46.39,5.18
"RFWD3",3.84,5.27,18.11,4.23,4.22,9.26,4.67,3.09,46.35,10.32,2.95
"MLKL",3.32,1.54,2.33,1.96,4.55,2.85,8.74,2.17,2.82,0.7,0.98
"FA2H",0.58,1.21,0.75,0.45,0.92,1.95,1.05,0.77,1.37,0.47,0.18
"WDR59",4.35,7.9,20.03,3.54,4.1,12.07,5.29,3.43,17.35,12.96,2.86
"ZNRF1",0.29,1.21,13.32,0.25,0.19,0.94,0.77,0.43,21.99,2.72,0.27
"LDHD",0.02,0.11,0,0.01,0.03,0.01,0.02,0,0,0,0
"ZFP1",1.38,3.18,6.64,1.35,1.29,2.78,1.7,0.68,10.81,4.27,0.98
"BCAR1",0.1,0.44,0.13,0.04,0.05,0.07,0,0,1.45,0.31,0.18
"CFDP1",13.69,29.2,48.83,13.57,11.8,22.75,13.7,8.89,57.69,24.9,10.81
"TMEM170A",17.31,26.67,19.05,16.45,16.57,13.88,17.65,15.12,31.51,10.71,10.46
"CHST6",0.04,0.11,0.16,0.04,0.03,0.11,0.05,0,0.08,0.08,0
"TMEM231",1.13,2.09,0.75,0.63,1.21,1.16,1.49,0.48,1.9,0.39,0.45
"GABARAPL2",33.03,71.35,59.4,31.04,30,29.87,45.68,26.81,71.84,44.92,36.28
"ADAT1",3.11,6.81,6.19,2.91,2.66,4.66,5.17,1.59,15.37,4.27,1.88
"KARS",10.42,21.3,26.05,9.31,8.24,10.13,14.42,7.25,37.98,14.27,15.82
"TERF2IP",36.08,79.91,69.77,32.35,35.53,40.99,44.62,30.77,77.85,51.44,29.4
"DUXB",0.01,0,0.19,0.01,0,0.26,0.05,0,0.23,0.39,0
"CPHXL",0.01,0,0.16,0,0.01,0.21,0,0,0.08,0.31,0
"CNTNAP4",0,0.22,0.42,0,0,0.39,0,0,0.53,0.23,0
"MON1B",6.26,11.75,11.08,5.74,6.6,7.33,8.14,4.35,21.31,10.47,3.13
"SYCE1L",1.19,1.98,7,0.99,1.07,2.05,0.91,0.58,15.22,3.26,0.89
"ADAMTS18",0,0,0.65,0,0,0.14,0,0.05,0.3,0.62,0
"NUDT7",0.63,2.41,4.63,1.25,0.8,1.47,0.89,0.53,10.05,4.42,1.07
"VAT1L",0,0,1.23,0.01,0,0.54,0.02,0,6.32,6.75,0
"WWOX",2.12,3.07,52.17,2.54,2.07,46.7,2.51,2.56,54.95,29.48,1.16
"WWOX-AS1",0.02,0,0.36,0.02,0.01,0.21,0,0.05,0.38,0.16,0
"MAF",0.64,0.66,2.95,0.72,0.53,1.69,0.55,1.4,2.21,2.33,0.71
"MAFTRR",0.01,0,0.84,0.01,0,0.17,0,0,0.53,0.39,0
"DYNLRB2",0.08,0.11,4.37,0.09,0.06,0.7,0.12,0,1.6,1.94,0
"CDYL2",0.86,5.6,25.73,0.31,0.81,1.82,1.6,0.43,16.06,3.57,0.27
"ARLNC1",0.27,0.11,0,0.09,0.1,0.26,0.22,0.1,0.08,0.08,0
"CMC2",15.1,28.32,42.84,14.91,17.15,16.77,24.77,14.69,63.7,18,12.06
"CENPN",1.84,6.7,6.68,2.63,1.99,3.21,3.66,2.61,57,3.65,3.4
"ATMIN",5.02,7.14,8.94,4.83,3.51,6.18,4.19,1.74,11.87,8.69,2.59
"C16orf46",0.35,0.55,0.13,0.26,0.41,0.67,0.19,0.39,1.83,1.09,0.18
"GCSH",2.68,6.92,4.18,2.54,2.18,3,3.04,1.45,20.85,3.41,2.77
"BCO1",0,0,0.23,0.01,0,0.15,0.02,0,0,0.16,0
"GAN",1.63,2.63,14.65,1.62,1.8,5.81,1.29,1.35,14.08,5.97,2.77
"CMIP",9.93,13.39,68.54,9.5,9.25,38.63,12.26,4.83,50.99,59.89,7.77
"PLCG2",30.03,69.59,94.3,30.23,31.82,74.21,40.12,23.77,83.56,74.48,12.69
"SDR42E1",0.77,1.32,0.26,0.57,0.63,0.39,0.84,0.63,1.98,0,0.45
"HSD17B2",0.02,0.11,0.19,0.06,0.03,0.08,0.02,0,0.08,0,0
"MPHOSPH6",6.17,12.4,5.61,4.95,5.48,6.51,7.47,4.44,26.71,3.72,5.09
"CDH13",0.11,0.22,1.85,0.05,0.05,1.21,0.14,0.19,1.83,1.16,0.09
"HSBP1",19.75,52.14,26.77,16.54,16.76,12.98,28.41,17.49,64.61,21.57,18.86
"MLYCD",2.38,3.95,4.15,2.59,2.02,4.1,3.35,1.59,6.01,5.51,1.52
"OSGIN1",0.12,0.22,0.36,0.06,0.14,0.11,0.05,0,0.3,0.39,0
"NECAB2",0,0,0,0.01,0,0.06,0,0,0,0.08,0
"SLC38A8",0,0,0.13,0.01,0.02,0.08,0,0,0,0.39,0
"MBTPS1",12.78,17.12,33.12,13.02,11.45,19.8,12.55,7.73,31.35,28.94,4.47
"HSDL1",2.65,4.17,7.23,3.1,2.75,3.26,3.04,2.03,9.97,6.9,1.88
"DNAAF1",0.44,0.77,1.52,0.43,0.43,0.52,0.22,1.55,1.07,0.62,0.8
"TAF1C",2.45,4.39,3.69,2.77,3.05,2.24,3.69,2.03,5.63,2.79,1.7
"ADAD2",0.01,0,0.26,0.02,0.01,0,0.02,0,0.38,0,0
"WFDC1",0.03,0,0.16,0.06,0.03,0.14,0,0.05,0.15,0.16,0.45
"ATP2C2",0.04,0,1,0.03,0.03,0.41,0.05,0.1,0.76,0.93,0
"MEAK7",0.57,1.65,0.26,0.35,0.32,1.78,0.65,0.19,1.6,0.85,0
"COTL1",59.51,80.13,5.51,38.65,58.43,32.01,74.83,48.02,44.44,7.21,33.87
"KLHL36",8.09,13.06,12.99,7.45,7.1,8.38,9.25,4.2,13.85,8.46,6.26
"USP10",14.13,30.19,57.97,13.62,14.23,32.7,21.03,12.66,55.71,41.27,7.15
"CRISPLD2",0.09,0.33,2.07,0.09,0.06,0.66,0.07,0.14,2.66,1.24,0.27
"ZDHHC7",3.07,4.28,10.05,3.32,3.09,4.76,5.1,2.8,13.62,4.97,1.88
"KIAA0513",0.49,0.44,0.94,0.55,0.42,0.88,0.29,0.97,1.22,0.85,0.18
"FAM92B",0.08,0.11,0.1,0.06,0.03,0.14,0.07,0.29,0.15,0.16,0.09
"GSE1",5.01,8.45,27.61,5.17,5.02,16.25,5.84,2.8,26.41,18.08,1.88
"GINS2",0.62,9.77,2.04,0.64,0.56,1.07,1.7,1.01,51.45,2.25,0.27
"C16orf74",5.04,14.71,1.81,13.77,5.81,24.32,3.83,6.47,14.92,48.64,6.79
"EMC8",7.42,20.53,16.46,7.68,6.88,6.55,12.24,5.89,33.18,9.31,6.79
"COX4I1",84.74,92.54,93.62,82.68,82.13,78.23,87.57,74.98,93.84,80.22,89.45
"IRF8",42.76,84.19,4.93,46.09,50.54,42.81,52.84,33.14,43.46,6.44,39.95
"FOXF1",0.04,0.11,0,0.02,0.07,0.03,0.05,0,0.08,0,0.18
"MTHFSD",1.66,4.83,5.48,1.53,1.6,2.55,2.78,1.4,6.47,2.87,0.45
"FOXC2-AS1",0,0,0,0,0,0.01,0,0,0.08,0,0
"FOXC2",0.03,0,0.03,0.01,0,0.12,0,0,0.15,0.08,0
"FOXL1",0.01,0,0,0,0,0,0,0,0,0.08,0
"C16orf95",0.31,1.32,6.12,0.3,0.28,0.58,0.55,0.1,5.71,0.62,0.36
"FBXO31",2.22,6.59,34.48,2.08,2.28,6.51,4.14,2.13,21.46,17.92,1.61
"MAP1LC3B",45.66,78.7,92.38,45.94,58.05,39.85,56.48,39.66,80.82,60.28,37.09
"ZCCHC14",0.48,0.88,32.63,0.47,0.51,1.73,0.24,0.05,18.19,9.46,0.27
"JPH3",0.04,0.11,1.62,0.01,0.04,0.23,0.05,0,1.67,1.24,0
"KLHDC4",4.95,14.05,28.22,4.69,4.84,10.07,7.19,4.25,29.3,25.29,2.77
"SLC7A5",7.42,13.94,10.56,7.17,10.68,7.33,10.32,13.96,25.88,12.02,4.83
"CA5A",0.04,0.11,0.55,0.03,0.05,0.29,0.02,0,0.38,0.23,0
"BANP",7.33,14.6,25.28,12.35,8.53,24.27,9.15,8.99,30.97,23.82,7.95
"ZNF469",0.34,0.44,0.78,0.6,0.42,0.43,0.43,0.29,0.46,0.23,0.45
"ZFPM1",2.95,3.51,2.72,2.76,2.41,6.54,2.01,0.05,6.85,3.96,0.18
"ZC3H18",11.43,16.9,29.42,12.16,10.91,15.18,13.56,8.21,42.54,16.99,6.26
"IL17C",0.05,0.55,0,0.12,0.1,0.14,0.1,0,0,0.16,0.18
"CYBA",92.5,96.27,77.74,89.39,91.04,81.09,93.65,83.53,89.35,67.11,90.44
"MVD",4.03,17.56,4.37,4.47,4.49,6.77,6.9,3.04,17.05,3.57,5.99
"SNAI3-AS1",0.37,1.65,1.23,0.54,0.5,1.94,0.91,0.29,2.13,0.78,0.18
"SNAI3",2.62,0.77,1.78,1.51,2.1,3.44,4.07,1.74,1.22,1.09,1.88
"RNF166",11.5,11.86,7.55,7.71,10.51,6.84,15.28,7.25,15.53,5.74,7.15
"CTU2",3.28,6.37,2.79,3.47,3.17,1.58,4.5,2.56,6.39,1.24,3.31
"PIEZO1",4.47,2.41,22.97,2.62,4.09,5.09,5.75,1.55,11.11,2.25,1.88
"CDT1",0.14,3.95,2.37,0.23,0.15,0.33,0.57,0.24,54.87,1.4,0.36
"APRT",47.67,63.01,52.01,44.13,42.23,36.98,52.5,36.57,64.99,23.58,47.1
"GALNS",2.09,4.5,4.89,2.5,2.4,3.8,3.57,1.35,5.25,4.27,1.25
"TRAPPC2L",12.43,30.85,22.13,12.26,10.68,9.55,18.59,8.5,46.65,12.41,13.23
"CBFA2T3",9.51,9.11,34.83,6.1,10.18,10.86,12.79,3.86,32.04,13.58,4.38
"ACSF3",9.22,20.31,24.59,7.46,7.88,10.29,9.77,6.14,30.14,15.28,4.47
"CDH15",0.01,0,0.19,0.01,0.03,0.07,0.02,0.05,0.23,0,0.09
"ZNF778",1.15,2.31,4.37,1.24,1.14,1.79,1.89,1.06,3.35,2.25,0.36
"ANKRD11",33.21,41.16,92.35,37.25,33.14,69.23,33.22,20.97,77.47,83.17,25.47
"SPG7",13.87,21.73,47.02,16.77,12.97,19.82,15.4,12.03,37.98,22.96,5.27
"CPNE7",0.09,0.22,0.36,0.09,0.03,0.25,0.17,0.14,1.22,0.39,0
"DPEP1",0.02,0.11,2.46,0.03,0.03,0.06,0.02,0.19,0.61,3.03,0
"CHMP1A",8.97,17.67,14,8.56,8.52,6.23,13.82,6.28,28.16,8.38,9.29
"SPATA33",4.28,3.18,2.46,3.13,2.94,2.19,4.19,2.37,16.82,1.4,1.43
"CDK10",6.18,12.18,4.6,6.26,6.99,4.65,10.01,4.98,13.01,2.87,4.11
"SPATA2L",7.08,6.7,3.66,7.32,7.85,6,8.81,5.7,7.53,4.58,6.43
"VPS9D1",0.95,0.99,4.34,0.67,1.15,3.8,1.37,0.24,3.12,4.73,0.36
"VPS9D1-AS1",0.17,0.99,0.19,0.16,0.18,0.19,0.53,0.39,0.53,0,0
"ZNF276",8.42,6.48,6.45,8.05,7.02,7.53,7.71,3.96,12.56,5.82,4.2
"FANCA",2.32,24.81,2.66,2.41,2.82,3.32,6.54,1.98,53.27,3.57,1.34
"SPIRE2",0.1,1.21,0.65,0.17,0.13,1.25,0.17,0.05,0.61,0.7,0.09
"TCF25",40,65.64,63.77,41.88,38.02,47.68,41.63,34.35,67.96,43.52,34.23
"MC1R",0.29,0,2.04,0.3,0.26,0.78,0.36,0.14,2.13,0.78,0.18
"TUBB3",0.07,16.03,0.29,0.34,0.27,0.78,0.55,0.43,13.77,2.02,0
"DEF8",2.47,51.92,4.57,5.57,2.66,8.09,4.6,3.38,26.33,4.73,5.09
"CENPBD1",0.64,1.21,0.87,0.93,0.56,0.78,1.17,0.72,2.66,0.62,0.71
"DBNDD1",0.02,9.11,0.06,0.66,0.11,1.44,0.38,0.53,1.37,0.16,0.54
"GAS8",0.12,2.09,1.23,0.47,0.17,0.89,0.48,0.14,2.89,1.16,0
"FAM157C",0.53,0.66,2.33,0.6,0.76,0.98,0.69,0.1,2.36,0.85,0.09
"DOC2B",0.02,0,0.13,0.01,0.03,0.07,0.02,0.1,0,0,0
"RPH3AL",0.53,0.55,2.43,0.35,0.4,1.76,0.55,0.24,2.44,2.33,0.27
"C17orf97",0.43,0,2.3,0.44,0.2,1.03,0.36,0.29,2.66,0.7,0.09
"RFLNB",0.22,0.22,12.48,0.14,0.21,0.66,0.91,0.1,10.27,2.17,0
"VPS53",7.53,11.09,33.18,7.02,7.83,24.11,9.39,7.49,36.15,26.76,4.29
"TLCD3A",0.37,0.11,0.03,0.24,0.51,0.29,0.6,0.29,0.68,0.16,0
"GEMIN4",3.16,3.73,3.6,2.8,3.35,1.91,3.28,2.56,5.86,1.55,3.93
"GLOD4",13.51,18.99,17.69,11.27,11.44,11.38,16.72,10.24,34.55,11.25,10.99
"MRM3",4.35,9.66,7.03,4.39,3.51,3.22,3.35,4.06,15.91,4.19,0.09
"NXN",0.11,0.55,7.42,0.07,0.1,1.1,0.07,0,7.31,8.53,0.36
"TIMM22",7.14,12.62,10.37,6.81,5.96,4.51,8.48,6.57,23.21,5.82,8.13
"ABR",3.16,13.39,8.91,4.64,3.35,27.38,3.21,1.84,17.43,24.13,1.34
"TRARG1",0,0,0.16,0.01,0,0.03,0,0,0,0.08,0
"YWHAE",30.35,60.48,78.39,28.82,31.97,39.78,34.01,27.15,87.29,50.43,26.99
"CRK",9.84,17.78,30.04,10.52,7.8,16.98,9.82,8.79,36.07,23.66,8.58
"MYO1C",4.81,14.38,4.86,3.64,6.24,18.16,6.2,2.95,14.92,48.33,3.22
"INPP5K",5.79,12.62,19.18,5.82,6.12,8.61,9.34,6.91,22.53,13.81,5
"PITPNA-AS1",4.57,14.05,9.72,4.47,3.73,5.01,5.6,3.33,20.78,5.82,5.27
"PITPNA",7.53,11.96,34.83,5.86,5.78,17.2,8.55,2.37,33.87,24.9,4.47
"SLC43A2",5.67,10.54,13.58,5.86,6.35,12.89,5.13,3.82,14.16,21.88,6.88
"SCARF1",0.19,0.22,8.3,0.11,0.16,0.33,0.14,0.1,3.12,0.62,0
"RILP",0.55,0.44,1.81,0.3,0.6,0.65,1.01,0.39,1.67,1.16,0.54
"PRPF8",21.01,26.67,58.65,20.1,19.54,27.41,21.56,20.48,57.76,27.93,9.12
"TLCD2",0.12,0,0.42,0.13,0.3,0.26,0.19,0.1,0.3,0.7,0
"MIR22HG",2.96,6.92,1.75,2.51,6.79,2.22,8.53,2.9,3.04,3.34,1.7
"WDR81",2.18,3.18,4.15,1.79,2.06,2.97,3.4,0.87,4.87,5.28,0.89
"SERPINF2",0.19,0.11,0.19,0.18,0.28,0.28,0.31,0.05,0.38,0.7,0.09
"SERPINF1",1.25,1.65,4.93,0.77,0.9,1.65,1.68,0.77,4.03,10.63,2.5
"SMYD4",3.39,5.16,4.54,2.97,3.61,4.75,4.93,2.03,13.39,4.73,2.86
"RPA1",6.66,19.76,9.01,4.38,5.8,8.6,11.66,6.43,42.47,4.58,4.38
"RTN4RL1",0.01,0.11,0.42,0.01,0.03,0.25,0.02,0.14,0.46,0,0
"DPH1",2.46,4.83,6.35,1.98,3.08,2.01,5.68,4.73,4.26,1.78,0.36
"HIC1",1.18,0.55,0.32,0.89,2.46,0.33,3.83,0.58,0.99,0.39,0.36
"SMG6",6.91,12.18,44.72,6.63,6.62,24.52,8.31,3.96,46.35,27.54,2.95
"SRR",0.54,1.43,4.44,0.5,0.45,2.26,1.1,0.68,11.42,1.63,0.45
"TSR1",8.22,12.07,9.2,8.59,7.94,5.22,8.91,8.02,19.18,4.03,4.47
"SGSM2",2.37,1.87,4.47,2.47,2.44,4.46,2.85,0.58,6.09,2.79,1.25
"MNT",4.1,4.72,11.31,3.58,3.71,4.5,3.86,1.21,11.87,3.57,1.7
"METTL16",11.45,9.88,39.66,9.94,10.67,23.12,9.01,8.07,30.59,20.17,5.27
"PAFAH1B1",30.01,51.81,84.35,27.9,29.1,51.4,35.45,27.73,79.07,54.77,14.21
"CLUH",2.38,5.27,2.24,1.77,2.22,2.16,3.31,0.82,6.7,1.32,1.97
"RAP1GAP2",1.06,0.44,16.66,0.67,1.02,8.28,0.86,0.68,19.1,4.19,0.36
"OR3A2",0.02,0,0.78,0.02,0.02,0.66,0.05,0,0.76,0.23,0
"OR3A1",0,0,0,0.01,0,0,0,0,0,0,0
"OR3A3",0.05,0.11,0.16,0.04,0.03,0.08,0.1,0,0.08,0.08,0
"SPATA22",0.01,0,0.13,0.01,0,0.25,0.02,0,0.08,0,0.09
"ASPA",0.05,0,0.16,0.02,0.09,0.06,0.02,0,0.08,0.08,0.18
"TRPV3",3.86,3.07,0.42,1.25,5.53,1.46,3.47,2.51,1.9,0.31,0.98
"TRPV1",0.42,1.54,1.62,0.28,0.49,1.14,0.46,0.14,2.97,2.02,0
"SHPK",0.67,2.2,1.52,0.82,0.71,1.93,0.93,0.87,4.95,2.4,0.18
"CTNS",1.53,3.62,6.22,1.53,1.72,3.36,2.08,1.5,9.06,10.32,1.34
"TAX1BP3",4.74,10.76,11.24,3.73,4.31,3.63,5.27,3.48,22.15,20.48,3.84
"EMC6",16.83,35.46,36.78,14.66,14.11,11.5,20.62,14.15,49.62,15.98,18.5
"P2RX5",20.59,59.6,7.91,25.09,18.73,31.59,8.29,19.66,33.11,25.76,12.6
"ITGAE",12.53,45.23,29.07,13.82,13.22,18.95,13.6,8.84,63.55,34.99,11.89
"NCBP3",12.93,25.8,33.93,12.53,12.2,14.7,16.69,12.13,46.27,20.87,1.25
"CAMKK1",4.06,0.99,6.84,4.54,3.75,6.5,3.14,3.48,7.84,3.34,2.77
"P2RX1",3.82,4.83,43.49,7.04,5.12,13.39,3.88,6.09,29,13.65,2.23
"ATP2A3",22.22,44.68,56.64,24.43,23.65,36.36,31.76,15.75,67.35,53.06,10.01
"ZZEF1",8.11,13.72,41.09,8.29,8.36,23.92,10.2,7.29,40.41,26.92,2.5
"CYB5D2",3.24,5.49,9.92,3.55,3.72,5.17,4.14,1.93,10.88,3.57,3.66
"ANKFY1",4.46,9.55,17.92,4.65,4.01,11.96,7.88,3.19,27.02,12.49,1.52
"UBE2G1",13.83,47.2,55.96,11.19,13.24,37,18.3,12.46,64.46,50.19,12.6
"SPNS3",0.9,1.32,1.88,0.43,0.52,0.67,1.44,0.48,5.4,0.93,0.18
"SPNS2",0.1,0.11,0.81,0.05,0.08,0.34,0,0,0.53,0.16,0.27
"MYBBP1A",3.67,6.37,3.66,3.59,3.36,3.15,5.46,2.61,8.22,1.86,2.06
"SMTNL2",0.01,0,0.13,0.01,0.02,0.03,0,0,0.08,0,0
"ALOX15",0.07,0.33,0,0.06,0.08,0.07,0.14,0.14,0.38,0.08,0.09
"PELP1",5.85,9.11,11.83,5.42,5.58,5.45,7.38,4.59,21.69,5.12,3.13
"ARRB2",7.9,9,17.82,6.22,7.69,6.99,13.99,8.12,25.27,4.58,8.4
"MED11",7.05,9,4.6,6.8,4.52,7.42,9.87,3.96,12.33,6.13,7.6
"CXCL16",6.24,3.4,0.65,7.23,5.31,4.18,3.52,9.66,1.83,0.85,6.34
"ZMYND15",0.2,0,0.26,0.16,0.15,0.21,0.05,0.05,0.15,0.16,0.09
"VMO1",0.13,0,0.42,0.13,0.14,0.17,0.07,0.1,0.15,0.39,0.18
"GLTPD2",0.05,0,0,0.04,0.03,0.01,0.12,0,0,0,0
"PSMB6",28.47,56.64,53.47,23.52,22.05,18.96,35.78,23.48,76.03,28.63,30.74
"PLD2",1.18,0.88,0.52,0.92,1.1,1.93,1.82,0.68,1.07,0.93,0.89
"MINK1",4.32,4.72,5.87,3.44,3.87,7.97,6.78,3.77,11.57,3.96,0.71
"CHRNE",1.87,2.09,0.42,2.34,3.26,2.28,3.69,3.09,1.07,1.16,2.86
"C17orf107",1.85,2.2,0.29,3.82,4.15,0.87,2.71,2.85,1.37,0.23,1.34
"GP1BA",0.11,0,0.62,0.11,0.04,0.33,0.12,0.05,0.84,0.47,0
"SLC25A11",8.85,18,16.43,8.22,8.22,6.5,12.72,6.14,39.35,9.46,8.4
"RNF167",14.18,19.98,11.6,11.81,16.22,9.22,21.2,15.56,28.69,6.75,10.72
"PFN1",86.14,97.48,70.64,79.11,83.67,67.24,94.11,82.61,96.27,68.66,86.06
"ENO3",0.68,0.66,0.55,0.33,0.72,0.95,0.72,0.29,3.12,1.24,0.36
"SPAG7",14.16,30.63,19.35,10.68,11.1,11.93,18.63,7.78,36.99,16.21,18.77
"CAMTA2",3.13,3.73,4.18,2.42,2.86,4.22,3.98,1.35,5.1,3.88,2.32
"INCA1",0.06,0,0.42,0.04,0.04,0.28,0,0,0.23,0.39,0
"KIF1C",2.33,2.41,0.97,1.3,1.99,1.65,2.49,0.97,4.19,2.02,1.16
"SLC52A1",0.02,0,0.36,0.07,0.03,0.34,0.02,0,0.15,0.23,0
"ZFP3",0.83,2.31,8.2,0.89,0.58,2.08,0.81,0.39,5.63,3.03,0.54
"ZNF232",1.33,1.76,2.59,1.74,1.41,1.95,1.58,1.26,6.77,2.72,1.52
"USP6",0.05,0,0.58,0.07,0.1,0.54,0.05,0,0.38,0.47,0
"ZNF594",1.43,3.84,4.86,1.38,0.96,4.65,1.82,0.72,6.32,4.58,1.43
"SCIMP",28.8,48.08,1.65,12.38,24.41,18.96,41.8,13.91,19.86,1.24,9.65
"RABEP1",19.5,39.52,54.47,22.38,18.37,52.28,23.09,13.19,60.88,45.46,11.44
"NUP88",10.93,26.34,66.88,12.99,9.88,43.26,12,7.68,60.96,45.93,8.31
"RPAIN",17.93,36.55,42.19,19.71,19.94,18.77,23.69,12.75,49.92,27.39,13.05
"C1QBP",33.62,58.18,35.64,27.6,26.76,22.31,36.41,24.98,68.34,19.71,30.56
"DHX33",2.54,3.4,7.26,2.5,2.53,4.27,3.4,1.69,13.09,4.03,1.52
"DERL2",15.57,27.88,20.45,15.21,14.35,11.12,19.38,13.09,37.14,10.24,11.62
"MIS12",6.89,7.46,11.34,7.14,7.77,10.07,7.09,5.8,24.2,9.39,8.22
"NLRP1",8.01,6.7,46.44,10.92,9.89,31.43,10.92,8.07,25.65,20.87,5.99
"WSCD1",0,0,0.06,0.01,0,0.01,0,0,0,0.08,0
"PIMREG",0.02,0.22,0.16,0.09,0.05,0.21,0.02,0.05,12.33,0.31,0
"PITPNM3",0.04,0.11,0.75,0.08,0.03,0.15,0.05,0,0.68,0.39,0.09
"KIAA0753",1.45,1.87,9.66,1.31,1.36,4.03,2.11,0.92,10.96,9.31,0.63
"TXNDC17",12.56,33.37,21.84,12.53,11.39,10.47,18.11,12.66,56.77,15.21,19.57
"MED31",10.29,6.81,11.8,8.12,10.01,10.07,12.55,8.02,20.09,7.84,6.79
"C17orf100",0.82,1.1,1.04,0.72,0.74,4.21,0.65,0.29,0.84,1.47,0.8
"XAF1",21.48,20.75,12.22,23.12,29.38,13.97,60.84,19.47,19.03,8.69,7.33
"FBXO39",0.01,0,0.39,0,0.01,0.37,0.17,0,0.3,0.23,0
"TEKT1",0.02,0,0.42,0.01,0.01,0.1,0,0,0.23,0.16,0
"ALOX12-AS1",6.88,10.76,16.75,7.23,6.52,10.88,9.44,5.31,14.08,9.78,0.36
"ALOX12",0.01,0,1.43,0.01,0.01,0.81,0,0.05,0.61,1.24,0
"RNASEK",47.08,64.22,20.38,42.3,45.2,35.96,62.06,46.71,50,36.54,7.33
"C17orf49",11.24,29.75,4.93,12.77,9.35,13.43,12.65,11.93,32.8,11.25,5.45
"MIR497HG",0.25,0.66,0.1,0.17,0.33,0.14,0.93,0.29,0.38,0.08,0.09
"BCL6B",0.04,0.11,3.4,0.07,0.06,0.15,0.05,0.19,1.75,0.23,0.09
"SLC16A13",0.97,1.87,3.08,0.93,0.9,2.5,1.29,1.45,2.97,1.47,0.8
"SLC16A11",0.48,0.44,0.84,0.61,0.56,1.18,0.24,0.72,0.3,1.24,0.45
"CLEC10A",0.15,0.11,0.03,0.06,0.1,0.19,0.1,0.1,0.38,0.23,0.27
"ASGR2",0.02,0,0.1,0.02,0,0.14,0,0,0.15,0.39,0
"ASGR1",0.11,0.11,0.29,0.07,0.1,0.28,0.1,0.05,0.76,0.39,0.36
"DLG4",0.2,0.11,3.47,0.18,0.26,0.77,0.26,0.14,4.57,0.78,0.09
"ACADVL",11.48,16.03,19.22,10.36,11.19,8.41,16.05,10.82,37.14,12.26,10.9
"DVL2",3.93,7.68,4.93,3.74,4.37,3.36,6.06,2.61,14.69,3.65,4.2
"PHF23",8.41,9.11,14.26,6.31,7.01,7.29,8.79,4.98,15.6,11.87,11.08
"GABARAP",54.5,77.94,15.94,51.62,52.19,31.26,70.83,60.29,58.45,31.73,34.76
"CTDNEP1",15.77,19.76,26.73,14.52,12.75,14.39,15.45,4.49,38.51,17.61,11.26
"ELP5",12.45,25.8,16.95,12.41,12.07,9.45,16.12,11.69,42.16,9,13.67
"CLDN7",0.68,0.99,0.13,0.88,0.5,0.74,0.74,1.55,1.14,0.23,1.88
"YBX2",0,0,0.06,0.01,0,0,0,0,0.08,0,0
"EIF5A",40.25,58.95,41.19,37.75,39.19,33.09,49.08,33.96,74.58,27.39,35.48
"GPS2",18.5,31.39,20.48,20.68,16.94,19.43,17.03,15.89,42.92,19.32,9.2
"NEURL4",1.06,1.21,1.52,1.03,0.97,1.43,0.89,0.68,3.04,1.78,0.36
"ACAP1",39.96,41.93,16.75,33.3,39.02,30.18,46.4,28.74,35.92,13.34,29.76
"KCTD11",0.83,0.33,0.29,0.82,0.85,0.59,0.98,0.58,0.99,0.7,0.63
"TNK1",1.03,0.55,0.49,0.54,0.98,0.65,0.57,0.58,0.15,0.31,0.45
"PLSCR3",2.24,1.98,0.1,1.37,1.4,2.3,1.99,2.56,2.13,1.16,0
"TMEM256",20.93,49.73,39.99,17.98,18.61,17.5,26.49,17.15,64.08,20.87,23.15
"NLGN2",0.03,0.11,0.36,0.03,0.05,0.23,0.05,0,1.14,0.23,0.18
"TMEM102",2.66,3.84,1.3,1.67,2.31,1.24,3.69,2.75,3.27,0.78,2.06
"FGF11",0.07,0,0.81,0.09,0.25,0.22,0.17,0,0.53,0.31,0.09
"CHRNB1",1.73,3.51,4.34,1.47,1.32,2.27,4.07,1.26,6.16,4.89,1.97
