"gene","EC_C1_IGFBP7","EC_C10_COL1A2","EC_C11_RROX1","EC_C12_FCN3","EC_C13_MKI67","EC_C2_GJA5","EC_C3_HSPA1A","EC_C4_FLT1","EC_C5_ROBO2","EC_C6_ACKR1","EC_C7_IL6","EC_C8_IL32","EC_C9_CXCR4"
"CDC42",54.28,81.37,70.07,57.63,84.47,76.36,62.56,81.01,84.32,72.28,79.21,81.83,69.85
"CDC42-AS1",0.1,0.09,0,0,0.47,0.33,0.05,0.51,0.24,0.12,0.33,0.14,0.63
"CDC42-IT1",0.1,0.47,0.2,0,0,0.31,0.07,0.53,0.87,0.43,0.39,0.42,0.13
"WNT4",0.1,0.94,0.72,0.46,0.47,1.37,0.07,0.2,0.84,0.34,0.26,0.19,0.19
"ZBTB40",3.14,9.83,3.37,3.42,7.53,8,5.02,12.21,15.87,5.97,6.96,8.52,7.96
"C1QA",7.84,12.17,6.33,11.16,9.88,7.65,6.99,5.49,3.55,4.65,5,9.7,13.21
"C1QC",4.6,7.21,4.7,7.06,5.41,3.83,3.4,1.93,1.33,2.55,2.55,4.78,8.03
"C1QB",8.15,10.21,5.72,10.02,10.82,7.63,5.59,5.46,3.71,4.31,5.07,9.27,12.01
"EPHB2",0.13,0.56,2.35,0.46,0.71,0.06,0.12,0.28,0.76,0.22,0.16,0.33,0.13
"TEX46",0.03,0,0.1,0,0.24,0.14,0,0.23,0.84,0.06,0.13,0.19,0
"KDM1A",7.14,18.45,7.15,5.24,28.71,14.73,10.69,23.29,30.14,14.92,15.72,20.56,11.25
"LUZP1",33.72,63.58,29.83,30.07,63.29,57.54,44.36,70.01,78.74,46.77,56.55,66.18,38.87
"HNRNPR",28.6,60.67,38,33.03,70.82,49.87,36.91,55.74,64.37,46.15,50.96,56.44,40.64
"ZNF436",4.59,13.2,1.53,5.69,10.12,5.42,7.57,12.7,16.79,8.06,11.64,10.63,5.18
"ZNF436-AS1",0.77,4.12,1.02,0.68,3.06,1.12,1.02,1.6,1.98,0.95,1.31,2.3,1.01
"TCEA3",3.68,12.83,2.55,4.78,4.47,1.63,5.52,2.29,10.97,10.83,13.89,4.36,2.53
"ASAP3",2.61,5.52,0.2,4.78,4.94,1.32,3.07,3.2,12.97,11.32,11.28,3.37,1.96
"E2F2",0.05,0.19,0.31,0,5.41,0.06,0.05,0.03,0.11,0.03,0.07,0.19,0.13
"ID3",63.56,85.49,50.77,56.26,73.41,78.61,71.73,73.97,71.24,76.55,80.97,77.56,51.33
"MDS2",0.05,0.37,0,0,0.24,0.19,0.12,0.18,0.46,0.03,0.1,0.47,0.44
"ELOA-AS1",0.53,2.53,0.72,0.23,2.59,1.61,0.8,2.69,4.28,2.25,1.6,2.11,1.64
"ELOA",5.78,11.61,7.87,6.15,22.59,13.22,7.97,24.33,25.26,10.15,11.34,21.12,11.06
"PITHD1",13.82,35.96,14.81,17.08,34.59,24.45,21.35,21.31,29.57,23.94,37.2,22.15,26.8
"LYPLA2",13.45,23.5,14.3,13.44,29.65,18.61,13.16,22.93,18.22,19.66,22.59,28.76,12.9
"GALE",5.18,9.93,4.29,6.38,15.06,7.71,6.22,8.56,10.1,10.25,11.96,11.52,5.75
"HMGCL",8.09,16.67,12.46,10.02,17.65,12.06,9.62,12.11,14.49,11.23,13.63,14.33,7.71
"FUCA1",6.74,13.95,7.05,5.69,7.29,14,6.59,12.44,8.91,7.91,9.91,10.63,6.01
"CNR2",0.05,0.09,0,0.23,0,0.1,0.07,0.08,0.16,0,0.07,0,0.57
"PNRC2",23.66,53.56,24.41,33.94,49.41,38.28,39.04,46.9,57.22,39.35,53.35,44.07,33.88
"SRSF10",27.95,59.46,30.44,27.56,61.65,48.13,37.86,53.3,65.91,46.8,54.36,51.94,42.54
"MYOM3",1.07,1.69,0,0.91,2.59,3.66,0.97,6.81,5.79,2.8,1.57,3.09,0.76
"IFNLR1",0.09,0.66,0.2,0.23,0.47,0.1,0.15,0.15,0.41,0.22,0.16,0.09,0.95
"STPG1",3.3,7.21,3.58,3.87,9.18,4.3,5.04,7.85,9.15,5.17,4.15,7.03,3.35
"NIPAL3",6.72,13.95,7.66,4.56,13.41,13.11,8.19,21.41,18.52,11.48,9.38,15.22,9.92
"RCAN3AS",0.03,0.09,0.1,0,0.24,0.06,0.02,0.2,0.16,0.06,0.07,0.05,0.57
"RCAN3",3.1,7.21,3.27,0.91,16.94,4.55,3.95,10.87,10.97,6.8,6.44,7.96,16.81
"NCMAP-DT",0.07,0.09,0,0,0.94,0.08,0.07,0.3,0.24,0.06,0.16,0.37,0.95
"NCMAP",0.12,0.09,0.2,0,0,0.08,0.1,0.25,0.19,0.18,0.36,0.09,0.06
"SRRM1",36.12,69.38,43.62,37.59,66.82,57.39,46.25,62.95,69.83,53.85,61.36,61.59,57.77
"CLIC4",38.26,70.04,17.26,29.61,72.71,68.73,49,74.5,76.52,52.65,61.95,74.99,34.13
"RUNX3",0.54,3.65,1.02,0.46,2.12,0.95,1.02,0.58,1.11,0.46,0.82,0.98,39.06
"SYF2",34.5,65.07,36.87,36.9,52.71,53.55,41.46,52.23,58.43,54.43,59.46,56.53,43.81
"RSRP1",40.09,74.44,38.82,35.08,55.06,62.11,66.66,68.61,77.96,58.98,71.17,63.23,57.77
"RHD",0.1,0.66,0.31,0,0.71,0.74,0.27,0.96,3.03,0.62,0.29,0.56,1.2
"TMEM50A",47.26,72.94,68.64,46.01,68,66.72,53.67,71.48,64.99,61.54,67.6,72.04,51.33
"RHCE",0.19,0.94,0.31,0,0.47,0.5,0.25,0.53,1.44,0.34,0.33,0.33,0.57
"MACO1",6.21,16.95,9.3,5.92,27.76,18.95,10.46,29.43,36.91,14.15,11.38,22.34,17.07
"LDLRAP1",4.51,9.93,3.37,3.64,10.82,8.44,5.97,10.44,7.53,5.38,6.7,10.44,9.48
"MAN1C1",1.91,9.27,6.95,20.27,5.41,4.67,3.55,3.43,17.93,10.28,10.43,4.96,5.25
"SELENON",15.01,22.66,21.14,30.98,50.35,31.07,19.16,44.21,53.59,29.17,22.79,39.63,19.03
"MTFR1L",6.47,15.54,9.19,5.24,8.47,10.38,7.07,10.16,9.13,9.2,11.31,12.41,7.84
"AUNIP",0.02,0.19,0.1,0,2.59,0.1,0.07,0.08,0.41,0.09,0.07,0.05,0.06
"PAQR7",1.36,3,2.96,2.28,3.76,1.86,1.37,2.51,3.82,3.02,3.04,2.3,2.28
"STMN1",24.46,44.85,74.06,25.06,89.41,63.47,31.94,32.12,37.42,36.83,46.36,45.29,33.12
"PAFAH2",1.44,3.18,5.92,0.68,3.06,3.56,2.2,3.38,3.71,2.71,2.78,3.23,2.78
"EXTL1",0.05,0.75,0,0.23,0,0,0.02,0.05,0.08,0.03,0,0,0.06
"PDIK1L",1.85,5.62,2.96,1.14,6.12,3.95,2.72,6.81,6.23,3.51,2.94,4.22,2.34
"FAM110D",16.54,33.8,2.66,14.81,21.41,16.28,22.18,29.48,37.23,32.09,33.77,24.12,10.24
"ZNF593",12.12,26.69,14.71,11.39,22.35,16.44,14.59,15.97,19.6,19.51,29.62,22.39,13.59
"CNKSR1",0.17,1.31,0.1,0,0.24,0.64,0.7,0.36,0.92,0.34,0.82,0.42,0.38
"CEP85",0.82,1.87,0.92,0.68,9.88,1.43,1,2.31,2.73,1.45,1.18,1.5,1.39
"SH3BGRL3",65.35,85.58,78.55,61.28,86.12,81.05,64.74,75.29,77.8,84.65,87.87,83.98,82.43
"UBXN11",2.32,4.78,4.6,1.59,7.76,2.81,2.12,2.08,3.79,4.62,5.82,2.39,4.99
"CD52",4.61,8.61,4.29,2.05,7.29,4.3,4.7,2.67,5.71,8.58,8.24,3.42,57.46
"CRYBG2",0,0,0.1,0,0,0,0.05,0.03,0.11,0,0,0,0.44
"ZNF683",0.11,0.37,0.2,0,0.24,0.21,0,0.23,0.05,0.06,0.03,0.09,4.42
"LIN28A",0,0,0,0,0,0.04,0,0.03,0.03,0,0.03,0,0
"DHDDS",4.27,10.77,4.8,3.19,10.59,9.12,4.37,9.75,11.7,7.2,7.52,9.13,4.93
"HMGN2",35.36,71.25,49.44,39.86,89.65,46.76,42.08,47.79,57.92,55.14,63.45,52.65,50.51
"ARID1A",14.17,44.19,11.34,12.3,43.76,33.26,21.08,43.12,43.7,23.6,25.63,35.55,28.38
"PIGV",2.15,5.62,1.74,1.37,4.47,2.98,2.1,3.56,3.36,3.17,3.14,3.14,2.4
"ZDHHC18",3.44,8.05,3.58,3.42,13.18,6.72,4.12,9.14,8.67,4.71,5.2,8.81,6.51
"SFN",1.47,1.03,4.09,0.91,1.41,0.83,1.65,0.33,0.38,1.57,3.5,0.8,1.45
"GPN2",4.89,11.8,5.21,5.01,11.53,7.84,6.19,9.65,12.7,7.63,9.81,9.6,6.51
"GPATCH3",3.35,7.68,3.88,3.64,6.59,5.46,4.3,5.94,6.5,4.71,7.29,6.23,5.44
"NUDC",27.9,58.15,36.57,24.37,60,42.5,34.67,41.87,50.72,41.48,54.56,49.04,33.82
"KDF1",0.09,0.28,0,0,0.24,0.17,0,0.1,0.05,0.09,0.1,0.19,0.13
"TRNP1",0.69,3,0,0,6.35,3.66,0.82,3.15,1.22,0.09,0.13,2.48,0.7
"TENT5B",0.04,0.37,0.2,0,0.47,0.43,0.22,0.41,0.6,0.12,0.23,0.28,0.38
"SLC9A1",5.06,19.48,4.6,3.64,13.88,12.8,7.47,14.7,20.01,6.68,12.95,16.49,8.72
"WDTC1",4.37,12.92,7.97,6.83,14.82,9.41,5.99,12.32,15.52,8.34,9.22,10.44,8.53
"TMEM222",9.33,23.13,12.67,9.11,23.53,14.83,11.16,15.97,17.03,12.74,13.93,19.11,10.18
"SYTL1",0.49,1.5,0.82,0,1.88,0.77,0.62,0.99,0.97,0.58,0.56,0.66,11.31
"MAP3K6",11.78,20.88,1.63,8.43,12,15.74,14.66,25.09,12.37,13.42,16.08,15.74,10.11
"FCN3",18.13,32.21,0.31,19.13,16.94,21.45,33.24,38.83,7.39,3.35,6.05,23.89,21.87
"WASF2",47.45,77.15,52.4,41.46,73.65,68.02,54.52,76.56,78.96,64.06,68.29,78.27,50.19
"AHDC1",8.2,25,10.32,7.97,24.94,14.87,11.89,25.77,27.59,12.62,13.76,23,11.38
"FGR",4.51,10.02,2.86,3.19,8,11.91,5.87,5.56,13.35,10.74,10.92,6.18,6.32
"IFI6",42.34,67.7,32.28,37.36,58.35,72.02,49.45,54.93,47.96,50.68,56.91,51.71,42.92
"FAM76A",4.6,14.61,5.92,5.69,12.24,8.44,7.14,11.5,15.57,7.57,9.97,10.73,8.6
"STX12",17.4,43.16,25.43,19.13,39.53,43.7,26.6,36.14,48.42,30.43,41.09,37,23.83
"PPP1R8",5.33,14.79,7.87,5.92,19.29,10.65,6.67,12.93,13.89,10.06,10.13,13.72,7.59
"THEMIS2",1.57,2.62,10.42,3.87,6.35,1.28,1.42,2.54,4.39,1.08,1.41,6.89,4.93
"RPA2",9.06,21.63,14.61,10.48,23.76,15.74,11.06,12.9,16.63,17.08,18.31,15.55,16.75
"SMPDL3B",0.31,0.66,0.31,0.91,0.94,0.12,0.27,0.36,0.95,2.68,2.26,0.23,0.19
"XKR8",2.48,5.43,2.66,2.73,5.41,4.07,3.2,4.9,3.52,3.08,3.86,5.48,3.22
"EYA3",5.13,14.33,5.62,6.15,15.29,13.15,7.69,16.38,21.18,12.55,12.29,12.83,9.54
"PTAFR",1.93,3.37,0.82,1.37,1.41,0.68,2.82,0.66,4.22,14.55,15.82,0.89,3.22
"DNAJC8",32.29,60.02,37.69,36.9,64.94,49.76,35.14,53.12,57.32,48.8,54.04,56.39,36.66
"ATP5IF1",25.78,34.55,34.42,31.44,61.65,40.46,29.27,63,60.84,36.12,30.47,58.08,41.59
"SESN2",3.44,13.86,3.27,3.64,8.47,5.32,5.99,7.8,14.87,4.77,8.5,7.49,7.14
"MED18",1.62,3.28,1.84,1.37,5.65,3.37,2.3,3.33,4.17,2.52,2.42,3.98,2.21
"PHACTR4",20.4,47.94,20.43,23.01,48.24,47.24,36.71,53.1,61.12,36.37,37.17,39.58,32.55
"RCC1",4.01,12.73,3.47,4.33,24,7.26,7.02,7.97,21.53,8.34,15.66,10.3,5.94
"SNHG3",2.39,4.03,2.86,1.82,22.82,4.76,2.62,12.8,8.37,4.65,4.84,12.04,5.88
"TRNAU1AP",8.75,25.47,12.26,8.43,31.76,14.99,11.39,17.55,22.8,15.54,18.08,20.66,12.14
"SNHG12",8.4,30.06,10.11,10.25,18.35,17.5,25.2,11.2,22.69,16.4,32.66,14.15,24.72
"TAF12",11.3,28.09,14.1,10.25,25.88,17.44,14.19,16.91,18.2,17.23,22.49,18.69,13.15
"RAB42",0.16,0.47,1.53,0.23,0.24,0.27,0.15,0.23,0.46,0.15,0.2,0.23,0.13
"GMEB1",3.94,13.95,4.9,4.1,12.24,9.8,6.84,12.11,14.08,8,10.59,11.01,8.41
"YTHDF2",19.54,44.19,25.84,21.87,42.35,32.29,26.07,37,44.68,34,43.94,38.31,26.74
"OPRD1",0,0,0,0.23,0,0.04,0.02,0.05,0.08,0.06,0,0,0
"EPB41",3.04,9.93,6.74,5.69,3.53,5.79,8.84,4.47,15.03,10.15,11.44,3.14,24.27
"TMEM200B",0.11,2.9,1.02,0,0.47,0.29,0.35,0.25,0.65,0.58,1.01,0.19,0.25
"SRSF4",27.81,60.58,29.83,32.35,59.06,49.02,37.94,54.42,75.17,48.06,59.2,49.41,36.6
"MECR",4.53,10.21,3.98,4.33,11.29,6.16,4.55,7.19,9.23,6.77,7.88,8.76,3.41
"PTPRU",0.55,2.81,0.61,1.14,2.35,0.81,0.42,3.07,2.22,0.55,0.56,2.9,0.7
"MATN1-AS1",0.29,0.94,0.72,0.68,0.47,0.74,0.77,0.43,0.84,0.89,1.21,0.56,1.07
"LAPTM5",17.3,26.69,62.61,29.16,49.18,32.74,15.28,38.85,30.25,8.89,10.82,45.76,52.72
"SDC3",6.04,14.79,18.39,6.15,14.82,21.28,10.99,21.61,7.45,2.62,3.01,17,9.23
"PUM1",18.97,48.22,22.37,22.55,45.88,43.39,26.3,53.28,68.72,37.94,41.45,45.25,31.92
"NKAIN1",0.02,0.19,0,0,0,0.06,0.02,0.03,0.14,0.06,0.03,0.05,0
"SNRNP40",12.57,22.19,16.04,10.25,31.29,19.75,14.86,16.84,21.28,19.78,24.55,20.94,15.17
"ZCCHC17",13.77,33.05,17.57,13.67,31.29,25.83,15.01,25.32,28.92,22.37,26.41,28.48,15.04
"FABP3",0.36,2.53,0,0.46,0.71,0.27,0.37,0.1,0.32,0.22,0.23,0.42,0.25
"SERINC2",3.06,3.46,8.68,2.51,7.29,2.69,2.95,5.1,5.69,7.48,9.51,7.59,2.4
"TINAGL1",35.6,64.51,18.39,37.59,51.06,52.78,41.61,38.34,52.18,57.08,63.65,36.49,24.65
"HCRTR1",0.02,0.28,0,0,0.24,0.14,0.02,0.1,0.62,0.22,0.23,0,0.06
"PEF1",21.13,41.29,29.52,15.95,36.24,32.95,23.48,25.93,26.73,32.8,40.24,31.52,17.89
"COL16A1",0.56,7.77,1.12,0.46,1.65,0.95,0.87,0.99,1.6,1.35,1.99,1.31,0.51
"ADGRB2",0.04,0.37,0.2,0,0,0.04,0.07,0.05,0.11,0.03,0.16,0.09,0.06
"SPOCD1",0.09,0.75,0,0,0,0.12,0.12,0.25,0.19,0.09,0.13,0.23,0.13
"PTP4A2",22.52,54.49,32.07,23.92,63.53,41.96,30.79,48.4,53.37,34.68,45.44,50.91,44.69
"KHDRBS1",29.12,65.54,36.06,25.97,70.59,52.26,38.86,57.11,68.67,51.38,59.63,58.22,44.56
"TMEM39B",8.71,15.26,7.15,6.38,15.76,10.16,9.29,15.24,16.98,13.26,17.72,15.6,6.57
"KPNA6",11.15,32.21,12.26,10.93,30.82,24.9,14.59,27.5,35.28,19.91,26.38,26.23,19.22
"TXLNA",8.84,24.44,10.01,11.62,36.71,19.38,13.61,25.47,31.79,17.57,22.46,23.79,12.64
"CCDC28B",5.65,11.14,5.82,3.87,19.53,6.58,5.67,10.08,9.67,6.77,8.07,15.18,6.57
"IQCC",0.36,1.69,1.02,0.68,2.59,0.5,0.6,0.81,1.06,0.68,0.95,0.94,0.57
"DCDC2B",0.01,0.19,0,0,0,0.21,0.12,0.28,0.6,0.15,0.16,0,0
"TMEM234",4.48,10.02,6.44,4.56,7.29,7.14,4.42,6.32,8.2,6.09,6.44,8.1,3.35
"EIF3I",33.93,60.67,42.29,32.12,65.18,44.67,42.13,46.8,56.73,52.98,68.22,56.81,35.02
"FAM167B",37.47,50.28,2.66,63.55,48.24,16.94,38.76,53.1,49.55,50.12,56.88,51.33,24.02
"LCK",1.1,2.06,1.12,0.91,2.59,1.7,0.97,1.93,2.6,0.8,1.11,2.44,27.12
"HDAC1",20.97,37.08,21.55,19.59,42.82,28.13,22.4,42.56,39.53,30.8,35.5,43.04,25.54
"MARCKSL1",50.12,71.44,62.21,56.72,71.29,39.57,58.69,70.54,66.1,66.4,79.67,78.31,47.72
"FAM229A",1.36,4.68,1.12,2.28,5.41,1.49,1.9,2.97,2.55,1.82,2.58,2.9,1.83
"BSDC1",11.39,29.59,16.65,12.07,23.76,21.2,15.28,24.71,26.56,17.17,21.94,24.22,16.69
"ZBTB8B",0.06,0.28,0,0,0.24,0.1,0.25,0.03,0.08,0.06,0.1,0.05,0.13
"ZBTB8A",7.16,16.76,6.95,8.66,15.53,11.25,11.11,17.57,18.6,12.49,11.93,15.27,7.84
"ZBTB8OS",13.23,29.78,16.04,12.98,29.88,21.43,14.44,22.4,23.42,18.46,19.55,24.64,17
"RBBP4",18.7,43.07,27.48,21.87,47.53,30.51,24.55,38.19,42.05,30.49,33.8,39.58,27.88
"SYNC",4.96,11.89,7.05,4.78,19.06,7.32,4.95,13.86,14.95,9.91,8.4,14,6.83
"KIAA1522",3.93,6.93,11.13,4.1,21.65,3.99,3.82,8.68,19.71,12.37,10.53,13.63,3.16
"YARS",6.83,14.14,7.25,5.47,24.47,11.64,8.82,14.02,18.77,11.32,15.82,17.19,11.25
"S100PBP",6.12,17.23,7.87,7.97,16,14.54,8.77,18.38,22.29,10.83,10.92,14.33,10.94
"FNDC5",0.15,0.47,0,0.23,0,0.79,0.3,0.28,0.49,0,0.1,0.8,0.44
"HPCA",0.04,0.47,0.2,0,0,0.06,0.05,0,0.03,0.09,0.33,0.09,0.06
"TMEM54",3.72,12.17,10.32,5.92,11.29,5.25,4.8,3.99,11.21,14.18,17.95,5.48,3.35
"RNF19B",4.18,14.79,9.09,5.01,12.71,11.77,9.17,9.17,26.86,9.08,21.18,12.08,10.62
"AK2",21.17,41.76,26.35,19.13,43.06,33.11,23.25,27.98,34.71,34.8,43.71,35.36,17.38
"AZIN2",1.18,4.87,2.86,2.05,0.94,2.05,1.65,1.93,4.06,2.28,2.62,1.26,1.07
"TRIM62",0.79,2.62,0.92,1.14,1.88,2.5,1.27,3.22,3.3,1.2,1.93,2.15,1.64
"ZNF362",6.99,17.88,7.05,7.29,14.12,11.89,9.12,21.28,16.27,9.54,9.97,15.64,8.28
"A3GALT2",0,0.37,0,0,0,0.02,0.02,0.18,0.27,0.06,0,0,0
"PHC2",17.24,38.76,14.2,15.95,42.35,26.97,20.88,48.48,42.27,21.38,24.65,40,18.08
"ZSCAN20",0.51,1.5,0.2,0.23,1.41,1.39,0.57,2.26,1.71,0.89,0.62,1.22,0.19
"CSMD2",0.69,2.25,0.1,0,0.47,0.85,0.6,2.97,0.57,0.15,0.29,0.8,0.38
"CSMD2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",15.29,33.15,22.78,12.76,31.06,26.41,15.91,23.08,22.34,19.02,26.54,28.62,15.8
"GJA4",13.24,50.28,11.95,6.83,6.59,62.67,9.37,23.39,4.82,1.97,2.26,13.58,10.49
"DLGAP3",0.1,0.47,0.1,0.23,0.24,0.31,0.15,0.46,0.54,0.28,0.2,0.28,0.51
"TMEM35B",12.05,13.3,9.91,5.01,23.29,16.96,8.74,30.68,14,20.89,14.25,24.03,9.8
"ZMYM6",2.9,7.4,2.96,4.1,10.82,6.43,4.15,8.94,8.58,5.94,5.52,6.51,5.94
"ZMYM1",4.36,9.55,4.6,3.87,14.82,8.07,5.84,12.87,15.87,8.37,6.93,9.09,6.51
"SFPQ",36.5,76.12,38.82,37.59,75.29,61.01,57.62,68.92,81.72,57.26,73.49,66.18,62.14
"ZMYM4",8.74,28.75,10.11,14.12,23.53,23.43,12.49,31.41,40.92,19.91,16.93,23.37,15.36
"ZMYM4-AS1",0.1,0.56,0,0,0.47,0.56,0.17,0.61,1.57,0.22,0.26,0.28,0.19
"KIAA0319L",9.15,26.87,10.52,12.98,16.71,19.3,12.41,25.09,30.57,18.25,19.29,19.91,14.16
"NCDN",2.74,5.34,2.35,0.68,6.82,3.21,2.9,6.48,4.58,4.8,4.05,5.53,2.84
"TFAP2E",0.03,0.66,0.31,0,0.71,0.27,0.05,0.28,1.06,0.22,0.2,0.19,0.32
"PSMB2",29.72,53.37,43.21,28.93,63.29,40.87,34.09,43.55,42.86,43.08,50.44,51.52,29.01
"C1orf216",2.99,8.52,1.74,2.28,5.88,5.71,3.2,5.84,4.68,4.95,6.7,6.6,2.72
"CLSPN",0.69,3.84,0.61,0.68,34.35,1.34,1.07,2.67,2.11,0.58,0.78,2.95,2.15
"AGO4",4.2,12.45,5.01,7.29,14.59,13.07,7.42,19.3,24.75,9.35,8.11,13.68,9.54
"AGO1",4.52,13.86,5.82,7.74,15.29,9.87,5.77,15.92,15.19,9.17,8.53,13.16,7.4
"AGO3",9.44,37.17,11.34,13.21,25.65,26.56,16.08,31.34,50.88,21.23,27.39,23.37,20.04
"ADPRHL2",5.89,11.33,7.76,6.15,14.59,9.66,6.52,9.8,10.97,7.69,9.84,12.22,9.04
"COL8A2",0.16,2.72,0.51,0.23,0.71,0.35,0.32,0.41,0.76,0.98,1.34,0.47,0.51
"TRAPPC3",18.61,38.39,26.25,16.17,34.59,27.49,19.93,25.29,24.78,26.34,33.41,32.13,17.38
"MAP7D1",14.48,35.58,12.67,10.71,41.41,32,17.38,32.02,30.92,20,26.64,35.97,18.96
"THRAP3",26.94,56.84,34.22,28.93,62.35,50.18,32.19,55.87,64.64,45.17,47.63,52.97,40.2
"SH3D21",0.68,1.97,0.2,0.23,2.35,1.05,0.95,3.83,2.14,0.49,0.69,1.5,1.39
"EVA1B",27.26,52.81,13.89,19.82,45.88,32.89,29.57,64.2,44.14,24.62,28.05,57.14,21.74
"STK40",5.34,16.48,6.23,5.47,15.06,11.27,7.29,16.89,20.96,7.97,11.51,16.21,9.92
"LSM10",12.33,28.28,14.91,7.97,25.18,18.8,11.81,18.59,15.46,16.12,18.5,23.42,15.93
"OSCP1",1.61,4.59,2.76,1.37,3.06,2.32,1.72,2.56,3.9,2.58,3.63,3.37,0.88
"MRPS15",19.76,38.48,24.11,16.17,41.88,27.65,22.53,28.26,28.76,29.08,37.1,37.75,22.88
"CSF3R",0.42,0.84,0.31,1.37,0.47,0.66,0.42,0.84,1.44,0.58,0.65,0.61,2.97
"GRIK3",0.05,2.53,0.2,0,0,0.04,0.05,0.08,0.05,0,0,0.14,0
"ZC3H12A",4.49,19.38,6.23,4.33,6.82,8.58,13.76,4.6,13.7,12.15,36.02,7.92,18.65
"MEAF6",19.15,43.07,25.23,15.72,39.53,33.73,23.53,31.41,31.49,26.65,31.28,36.39,25.28
"SNIP1",3.98,13.11,4.9,4.56,10.82,10.16,6.84,15.21,19.42,7.08,7.78,12.04,9.42
"DNALI1",1.55,4.4,2.45,1.82,5.18,2.17,1.77,2.34,3.9,2.8,3.73,5.11,1.26
"GNL2",7.3,16.76,8.48,7.06,24.47,14.21,9.69,17.27,22.31,13.26,20.43,18.03,10.05
"RSPO1",0.02,0.75,0,0,0,0.02,0,0,0.05,0,0.07,0,0.13
"C1orf109",3.55,8.71,4.19,5.01,6.82,6.76,5.37,8.38,10.15,6.49,7.81,7.17,4.3
"CDCA8",0.29,0.56,0,0,25.65,0.46,0.4,0.63,0.68,0.52,0.36,0.37,0.63
"EPHA10",0.04,0,0,0,0,0.02,0.07,0.08,0.03,0.03,0,0,0.06
"MANEAL",0.27,1.12,0.2,0,0.71,0.81,0.47,0.61,0.76,0.8,0.75,0.56,0.82
"YRDC",5.58,16.67,8.38,2.28,18.82,11.11,9.59,14.58,17.36,8.52,18.6,16.53,10.49
"C1orf122",17.48,41.1,16.24,12.76,38.12,24.53,18.11,28.72,27.7,25.72,30.53,38.5,19.66
"MTF1",4.3,12.27,5.62,4.1,10.59,8.42,7.22,11.58,14.35,7.85,12.65,9.79,7.27
"INPP5B",2.55,8.33,2.55,2.28,8.71,6.27,3.3,9.24,12.97,6.49,4.38,5.25,5.25
"SF3A3",11.98,29.21,16.04,11.85,38.12,22.77,16.23,24.38,29.76,22.15,26.71,26,18.27
"FHL3",8.63,20.51,19.51,5.01,18.59,15.1,7.34,24.81,13.27,6.43,6.9,29.88,6.13
"UTP11",7.95,14.23,11.13,7.74,32.24,17.35,10.19,30.57,30.33,13.2,15.4,29.65,11.44
"POU3F1",0.68,6.55,0.51,0.68,1.65,1.78,3.22,1.52,3.2,1.35,2.48,1.97,4.3
"RRAGC",6.95,23.03,10.62,7.29,20.47,14.37,10.86,13.92,19.42,11.32,22.33,16.49,9.54
"MYCBP",6.37,9.55,5.92,2.51,24.71,9.84,5.44,15.82,10.24,8.43,7.88,16.16,7.02
"GJA9",0,0.09,0,0.23,0,0.04,0,0.05,0,0,0.03,0,0
"RHBDL2",0.65,3.56,0.2,0.46,0.71,1.45,1.02,1.3,3.76,2.06,2.48,1.17,0.95
"AKIRIN1",11.42,33.71,16.04,12.07,20.94,22.96,17.88,24.71,30.65,18.68,33.34,23.61,29.71
"NDUFS5",49.2,76.5,61.7,43.28,80,64.59,47.75,61.76,60.17,63.29,72.41,73.96,57.33
"MACF1",39.43,73.41,44.54,46.01,75.53,66.49,55.07,86.47,93.96,62.28,60.54,79.95,54.05
"BMP8A",0.07,2.15,0.82,0,0.47,0.25,0.07,0.36,0.95,0.15,0.07,0.33,0.19
"PABPC4",13.43,37.55,18.69,14.12,41.41,21.9,18.33,29.46,38.86,27.14,33.67,33.02,24.34
"PABPC4-AS1",0.01,0,0,0,0,0.02,0.02,0.03,0.05,0.03,0.03,0,0
"HEYL",0.36,17.79,0,0.23,0.24,0.43,0.12,0.46,0.22,0.34,0.49,0.94,0.06
"NT5C1A",0,0,0,0,0,0,0,0,0.03,0,0,0,0
"HPCAL4",0.03,0.28,0,0.23,0,0.08,0.5,0.03,0.03,0.12,0.16,0,1.45
"PPIE",11.18,22.85,15.93,12.3,20.24,15.16,10.99,15.11,16.14,17.11,17.88,19.44,10.75
"BMP8B",0.1,1.12,0,0.23,0.47,0.04,0.05,0.15,0.22,0.06,0.1,0.14,0.06
"OXCT2",0.34,1.31,1.23,0.68,0.94,0.5,0.27,0.71,0.32,0.4,0.59,0.75,0.57
"TRIT1",2.92,7.12,4.19,2.96,6.59,5.05,3.27,8.02,9.5,4.98,5.43,6.65,3.35
"MYCL",0.18,0.09,0.1,0.23,0,0.31,0.12,0.05,0.11,0.09,0.16,0.28,0
"MFSD2A",0.75,2.15,0,0.46,0.94,0.6,0.7,0.84,0.43,0.95,1.27,0.75,1.26
"CAP1",36.49,65.26,40.45,31.89,69.65,52.8,38.36,62.16,56.49,51.78,58.29,63.93,44.56
"PPT1",19.66,41.67,22.68,17.08,45.18,26.58,21.6,28.77,27.43,29.14,32.69,30.44,17.32
"RLF",6.84,27.62,8.07,8.2,20.47,20.14,13.74,26.97,45.38,15.26,22.65,20.56,24.59
"TMCO2",0.01,0.19,0,0.23,0,0.02,0,0.03,0.27,0,0.23,0.05,0.13
